text,sentiment
home early yeh work weekend not_happy much,negative
go happen one day feel girl mum,negative
stupid idiot run stop sing almost kill car,negative
didnt camera totally regret,negative
awww wish could im stuck jab eye knitting needle,neutral
brave standby line theview bright early today hope hear book hope get time charm,positive
good luck,positive
im bore rc goin maintenance,negative
follow please,neutral
youtube not_work,neutral
howdyyy,neutral
apple expect launch new iphone summer hi name judy addict apple product,positive
definitely although caveat normally read non fictionbut recent year read novel,neutral
go security already miss baby,negative
n't ship october,neutral
clamber crashed car hilarious fun,positive
yep jimmy buffett ftw jimmy need tweet word wisdom every morning,neutral
maaategrooovin chain uploading video youtube go watch,neutral
immigrant hid passport pant genius,positive
laugh loud good know time la time difference good morning ya,positive
nurse scratch bump festivus mud wrestling swear still dirt hair good time,negative
laugh loud awww laugh loud ca n't laugh loud cauz work make one tell love oxoxoteambreezy,positive
say,neutral
ca n't believe fast week go,neutral
soooo happy back,positive
listen obama one ear listen music,neutral
finally someone spread hayley love via twitter welcome club taylor,neutral
man month get see drunk tweet,neutral
u not_that little prob ur twitter happen old pep resteraunt mayb help u fix,positive
miss loverboy much,negative
pop culture beautiful also ca n't pull weed wrong promise practice yard nervous,positive
wish mom happy mother day,positive
cry eye watch girl last period hahah,negative
great party alenka happy birthday chicky,positive
time really need shut im go sleep head ache badly really ca n't take,negative
sun shin im,neutral
laugh loud see,positive
heh coincidence im barnsley fan howd track,positive
youtubes tube appear clog somewhat today connection errors plenty,negative
sorry guy wavves show cancel miss flight,negative
young oneslook foundbreakfast,neutral
get heart rip love guy,positive
go bffs haha thats like hourssss sooooocalllll actually darn hw,negative
unfortunately know would like avoid,neutral
aww ca n't wait till u get sydney miss ticket tho,neutral
thanks song youï¿½re awesome sing along day,positive
lavish tell diamond follow u aitn share starburst,neutral
jus excited c ur name,positive
difficult situation force u think marry lovable girl,neutral
apparently,neutral
wish call blah use easy move wtf happen,negative
good morning tweetie world great day everyone,positive
one time im go selfawareness not_to ask one principle mourner wake theyre,neutral
philly hasnt play yet something please,positive
yeah go wrong worst feeling ever,negative
get wheres sun,neutral
x sorry,negative
yeah get show interesting process key follow least thats ive learn far,positive
luca laugh loud im glad see im not_the one,positive
sad everyone leave,negative
hey hey hey b,neutral
well good thing march wasnt long didnt like itcuz delete ugh,neutral
waitin tell whats plan,neutral
taylor back nashville nowor la well trip ya fun love ya girly,positive
oh snap kinda nut right ive told least thanks babe,positive
love cobra starship thanks suggestion,positive
awwww wat gon na buy something pretty nvm,neutral
say hi double take leave let look around first,negative
not_tweet guilt trip didnt stop huh felt bad,negative
boyfriend break wrist might need surgery im nervous,negative
agree keep star trek make commercially viable cmon,positive
cat enjoy sunbeam open window think count,positive
sign mom day tomorrow,neutral
great weekend one hang nick brendon church morning ca n't believe loretta win mother day raffle,positive
not_one tell mutual admiration society meet morning laugh loud hi boy,negative
true part neighbour bring watch showi wan na,neutral
run someone know weekend,neutral
watch take two classic laugh loud,positive
listen new jonas brother song,neutral
sexxxy tiiiiiimmmmmmeeewhatever mean,neutral
im stay watch,neutral
im still full buffet palm stomach actually hurt ugh gluttony bite,negative
feel really sick,negative
pic ah ill probably see work point hopefully grow much,positive
year move ibm compatible would love desk call techie,positive
play vanessa hudgens new song plz vfactory,neutral
minute board hour home not_window seat,negative
happy star war day may via nige goth,positive
enter house search mode yesterday need find apartment dï¿½sseldorf end august one temporary,neutral
im lil sad look like nomore brooklyn wtf,negative
much tellonly blip immune system hasnt recoverednot yet newborn give month thats nothing,negative
ah know microsoft could probby would want charge way much extra,negative
go see ill uncle saturday spend night house even bad news come,negative
soooo jelous right,negative
work movie theatre toledo id let come see free not_in,neutral
prob wont happen,neutral
hope youre call shitshow mean good way fun,neutral
thank,positive
also proof number not_life imaginary boyfriend name vince sad friend encourage,negative
lay lyndi drive way drink tea listenin music takin picture chillin,positive
sun shin im stuck work,negative
katieedwards ca n't yet back ive run text ill ring laters xoxo,negative
come man give slack,neutral
im celebrate mother also celebrate legacy woman god,positive
sunday relaxing enjoy beautiful weather good nite,positive
exam stressful,negative
itsucks everyone one want text texting,negative
woop rehearse song yep sound even enough,positive
dell pcoverip audio device teradici give hard time linux ubuntu jaunty kernel isnt load sndhdaintel drv,negative
babysitting hubby cam cam,neutral
would great thanks,positive
gutter trent wear shirt show,neutral
benson woohoo well start macarenaing,positive
layin bed awake txtin girl vega wishin didnt work w,negative
im gladsad not_just memy iphone badoptus,neutral
havent see video last day hope everything ok,neutral
chillaxing hyde park,positive
extacy laugh loud know eric wont delete people n't really know never not_talk band,neutral
im go watch,neutral
work miss miami fam carolina,negative
sit next magicmoment,neutral
teenager need encouragement,neutral
sickand not_it not_the swine flu atleast hope,negative
whoo hoo chuck although gloomy today much better day,positive
sit wait dough rise something calm maybe knowledge ill cinnamon roll soon,positive
early washed wax car im sure neighbour think im mad wash nearly every week,neutral
want comment n't understand youre say,negative
oh time eat make conversation domestic partner,neutral
make many new friend twitter around usa another bike across usa trip would amaze see people,positive
please everyone vote become next maxim coors caddy girlonly take minute,neutral
jet blue okay guess cancel flight n't lot backup plane not_first class,negative
btw happy mom day hannah mom han mom yey mom unite day,positive
chabibi long running joke n't give fly anyone follow,neutral
finally black disney princess,positive
like saddest person jtv right not_on,negative
awwwwww wish safe shes go n hug u must hard say goodbye,negative
easier way phone twittpic pc later morning p diddy pic,neutral
someone would give speech loved one hospital stupid comm class,negative
